assignment_id,experiment_id,user_id,variant,assignment_timestamp
1234,1,1447,treatment,2025-06-25 00:00:00
1235,2,370,control,2025-07-12 00:00:00
1236,3,1401,control,2025-09-03 00:00:00
1237,3,555,control,2025-09-10 00:00:00
1238,1,1049,treatment,2026-02-27 00:00:00
1239,2,454,control,2026-02-23 00:00:00
1240,2,822,treatment,2025-12-08 00:00:00
1241,3,1542,treatment,2025-08-24 00:00:00
1242,1,1056,control,2025-09-25 00:00:00
1243,2,383,control,2026-09-01 00:00:00
1244,1,1548,treatment,2025-06-17 00:00:00
1245,2,120,treatment,2025-07-04 00:00:00
1246,3,1278,treatment,2026-06-28 00:00:00
1247,1,1063,treatment,2026-03-01 00:00:00
1248,3,616,treatment,2025-08-24 00:00:00
1249,1,790,control,2025-09-30 00:00:00
1250,1,1622,control,2025-07-23 00:00:00
1251,2,1406,control,2026-07-31 00:00:00
1252,1,1318,control,2025-05-03 00:00:00
1253,2,463,treatment,2025-12-13 00:00:00
1254,3,49,control,2025-08-21 00:00:00
1255,3,31,treatment,2025-08-26 00:00:00
1256,3,676,control,2025-08-25 00:00:00
1257,1,152,treatment,2026-06-09 00:00:00
1258,2,381,treatment,2026-06-13 00:00:00
1259,2,349,treatment,2026-03-11 00:00:00
1260,1,259,treatment,2025-12-16 00:00:00
1261,3,1629,treatment,2026-04-07 00:00:00
1262,1,327,treatment,2025-07-19 00:00:00
1263,2,543,treatment,2025-12-13 00:00:00
1264,2,1695,treatment,2025-08-31 00:00:00
1265,3,1187,treatment,2025-12-23 00:00:00
1266,2,289,treatment,2025-09-04 00:00:00
1267,1,648,treatment,2025-10-30 00:00:00
1268,2,1798,treatment,2026-08-24 00:00:00
1269,2,203,treatment,2026-07-09 00:00:00
1270,1,709,treatment,2025-06-01 00:00:00
1271,2,1530,control,2026-05-04 00:00:00
1272,3,233,control,2025-08-21 00:00:00
1273,2,940,treatment,2026-05-09 00:00:00
1274,2,1514,control,2026-02-05 00:00:00
1275,1,73,control,2026-02-12 00:00:00
1276,1,469,treatment,2026-06-17 00:00:00
1277,1,770,control,2025-07-14 00:00:00
1278,2,192,control,2026-05-21 00:00:00
1279,1,1652,control,2026-08-17 00:00:00
1280,2,1353,control,2025-07-07 00:00:00
1281,1,35,treatment,2026-03-13 00:00:00
1282,2,1504,treatment,2025-10-04 00:00:00
1283,3,1752,treatment,2026-06-09 00:00:00
1284,2,792,treatment,2026-03-22 00:00:00
1285,3,342,control,2025-08-17 00:00:00
1286,3,597,control,2026-07-11 00:00:00
1287,2,377,treatment,2026-04-18 00:00:00
1288,2,103,control,2026-05-01 00:00:00
1289,1,1650,treatment,2025-08-09 00:00:00
1290,1,1636,control,2026-07-31 00:00:00
1291,3,531,treatment,2025-12-29 00:00:00
1292,2,726,control,2025-07-22 00:00:00
1293,3,459,treatment,2025-08-30 00:00:00
1294,2,221,treatment,2025-06-15 00:00:00
1295,2,271,control,2026-09-02 00:00:00
1296,3,50,control,2025-11-11 00:00:00
1297,1,1633,treatment,2025-06-01 00:00:00
1298,3,1322,control,2026-09-08 00:00:00
1299,2,1246,treatment,2026-06-22 00:00:00
1300,2,854,treatment,2026-07-20 00:00:00
1301,2,1415,treatment,2026-06-22 00:00:00
1302,1,913,treatment,2025-11-10 00:00:00
1303,1,263,control,2026-07-16 00:00:00
1304,2,830,treatment,2025-12-25 00:00:00
1305,1,334,treatment,2026-05-20 00:00:00
1306,3,792,control,2026-04-09 00:00:00
1307,2,817,treatment,2026-09-01 00:00:00
1308,2,803,control,2025-07-03 00:00:00
1309,1,963,treatment,2025-09-25 00:00:00
1310,1,1161,treatment,2026-02-12 00:00:00
1311,3,1761,treatment,2025-10-05 00:00:00
1312,1,980,control,2026-03-30 00:00:00
1313,3,124,treatment,2025-09-01 00:00:00
1314,3,1420,treatment,2025-10-31 00:00:00
1315,3,903,treatment,2025-11-25 00:00:00
1316,3,1448,treatment,2025-08-25 00:00:00
1317,1,634,control,2026-05-29 00:00:00
1318,2,1543,treatment,2026-06-19 00:00:00
1319,1,1676,treatment,2026-03-08 00:00:00
1320,2,238,treatment,2026-08-29 00:00:00
1321,1,1464,control,2026-08-19 00:00:00
1322,3,1421,control,2026-06-26 00:00:00
1323,3,777,control,2025-08-16 00:00:00
1324,1,690,control,2025-07-17 00:00:00
1325,2,164,treatment,2025-06-30 00:00:00
1326,3,1359,treatment,2026-02-01 00:00:00
1327,3,1421,treatment,2026-07-02 00:00:00
1328,3,321,control,2026-02-15 00:00:00
1329,2,1357,control,2025-06-20 00:00:00
1330,3,585,control,2026-06-17 00:00:00
1331,1,1213,treatment,2025-12-10 00:00:00
1332,3,594,treatment,2025-12-02 00:00:00
1333,1,1230,treatment,2025-04-26 00:00:00
1334,3,195,control,2025-12-05 00:00:00
1335,3,1583,control,2026-06-18 00:00:00
1336,1,240,control,2025-05-31 00:00:00
1337,2,1459,control,2025-11-26 00:00:00
1338,1,96,control,2025-05-23 00:00:00
1339,1,679,control,2025-07-31 00:00:00
1340,2,475,treatment,2026-02-16 00:00:00
1341,3,997,treatment,2025-09-03 00:00:00
1342,1,1320,treatment,2026-06-20 00:00:00
1343,1,1646,treatment,2026-09-06 00:00:00
1344,3,795,control,2025-08-26 00:00:00
1345,2,1306,control,2025-10-01 00:00:00
1346,3,1668,control,2026-01-02 00:00:00
1347,1,1078,treatment,2026-07-07 00:00:00
1348,2,745,control,2025-06-20 00:00:00
1349,1,100,treatment,2026-06-03 00:00:00
1350,3,628,treatment,2026-05-20 00:00:00
1351,2,85,treatment,2025-08-26 00:00:00
1352,3,1531,treatment,2026-06-30 00:00:00
1353,1,594,control,2025-11-27 00:00:00
1354,2,811,control,2025-07-26 00:00:00
1355,1,212,control,2025-09-18 00:00:00
1356,3,1741,treatment,2025-11-21 00:00:00
1357,3,1737,control,2025-08-14 00:00:00
1358,3,677,treatment,2025-12-11 00:00:00
1359,1,887,control,2025-06-19 00:00:00
1360,3,1040,treatment,2025-08-23 00:00:00
1361,3,1552,treatment,2026-06-25 00:00:00
1362,1,1318,treatment,2025-05-12 00:00:00
1363,3,1533,treatment,2026-03-18 00:00:00
1364,2,516,treatment,2025-06-23 00:00:00
1365,2,1359,control,2026-02-09 00:00:00
1366,3,1002,control,2025-08-23 00:00:00
1367,2,229,treatment,2025-10-14 00:00:00
1368,3,670,control,2026-01-14 00:00:00
1369,1,687,treatment,2026-01-24 00:00:00
1370,3,125,control,2026-04-13 00:00:00
1371,3,1117,treatment,2025-08-14 00:00:00
1372,3,723,treatment,2025-12-28 00:00:00
1373,1,1273,control,2025-09-07 00:00:00
1374,3,776,control,2026-05-10 00:00:00
1375,2,617,treatment,2025-11-23 00:00:00
1376,1,479,control,2025-11-15 00:00:00
1377,3,1173,control,2026-04-24 00:00:00
1378,2,1431,control,2025-06-21 00:00:00
1379,1,236,control,2025-05-08 00:00:00
1380,2,178,control,2025-11-24 00:00:00
1381,3,5,treatment,2025-11-09 00:00:00
1382,3,8,treatment,2025-08-17 00:00:00
1383,2,882,control,2025-07-04 00:00:00
1384,1,1577,control,2026-04-26 00:00:00
1385,3,1299,treatment,2025-08-17 00:00:00
1386,3,987,treatment,2026-04-17 00:00:00
1387,1,137,control,2025-06-20 00:00:00
1388,3,49,treatment,2025-08-23 00:00:00
1389,1,1686,control,2026-01-16 00:00:00
1390,1,1587,control,2026-05-04 00:00:00
1391,2,278,control,2026-01-09 00:00:00
1392,3,1123,control,2025-08-25 00:00:00
1393,2,1097,treatment,2025-06-22 00:00:00
1394,3,1289,control,2026-03-25 00:00:00
1395,2,940,control,2026-04-27 00:00:00
1396,3,1361,treatment,2025-11-07 00:00:00
1397,2,1636,control,2026-07-31 00:00:00
1398,1,1190,control,2026-08-13 00:00:00
1399,2,824,control,2025-08-31 00:00:00
1400,1,1747,treatment,2026-08-07 00:00:00
1401,1,1585,treatment,2025-08-07 00:00:00
1402,2,1129,treatment,2026-06-16 00:00:00
1403,1,985,control,2025-07-22 00:00:00
1404,2,1754,control,2025-12-24 00:00:00
1405,3,953,control,2025-08-22 00:00:00
1406,1,1220,control,2025-09-27 00:00:00
1407,2,152,control,2026-06-21 00:00:00
1408,1,1212,treatment,2025-08-05 00:00:00
1409,2,1325,control,2026-03-25 00:00:00
1410,1,1076,treatment,2026-09-08 00:00:00
1411,2,709,control,2025-06-17 00:00:00
1412,1,276,treatment,2025-12-11 00:00:00
1413,1,633,control,2026-03-18 00:00:00
1414,1,188,control,2026-07-28 00:00:00
1415,2,702,control,2025-10-17 00:00:00
1416,1,509,treatment,2026-02-28 00:00:00
1417,2,896,control,2026-02-15 00:00:00
1418,1,1272,control,2025-09-13 00:00:00
1419,2,190,treatment,2025-06-26 00:00:00
1420,2,1454,control,2026-01-24 00:00:00
1421,2,1229,control,2026-06-22 00:00:00
1422,1,813,control,2025-07-23 00:00:00
1423,3,1073,treatment,2026-07-22 00:00:00
1424,2,1299,control,2025-06-22 00:00:00
1425,3,429,treatment,2025-09-01 00:00:00
1426,2,1403,control,2025-08-24 00:00:00
1427,3,1197,control,2026-03-22 00:00:00
1428,2,293,treatment,2026-03-11 00:00:00
1429,1,791,treatment,2026-09-07 00:00:00
1430,1,1466,treatment,2026-09-06 00:00:00
1431,3,43,treatment,2026-03-24 00:00:00
1432,2,207,treatment,2025-06-28 00:00:00
1433,2,918,treatment,2025-06-17 00:00:00
1434,2,1415,control,2026-06-28 00:00:00
1435,3,975,control,2026-07-17 00:00:00
1436,1,810,control,2025-11-09 00:00:00
1437,3,67,treatment,2026-01-06 00:00:00
1438,1,1385,treatment,2025-12-02 00:00:00
1439,2,1725,control,2025-08-30 00:00:00
1440,1,1742,treatment,2025-11-12 00:00:00
1441,1,36,treatment,2025-12-15 00:00:00
1442,2,713,control,2026-07-02 00:00:00
1443,3,769,control,2026-02-23 00:00:00
1444,2,1491,control,2026-03-18 00:00:00
1445,3,46,treatment,2025-08-30 00:00:00
1446,2,28,control,2025-11-05 00:00:00
1447,2,1210,treatment,2026-02-03 00:00:00
1448,1,825,treatment,2026-04-23 00:00:00
1449,3,1509,treatment,2026-01-27 00:00:00
1450,1,147,control,2025-10-24 00:00:00
1451,2,1238,treatment,2025-07-16 00:00:00
1452,2,320,treatment,2025-06-17 00:00:00
1453,2,1586,control,2026-04-02 00:00:00
1454,3,498,control,2026-01-18 00:00:00
1455,2,936,treatment,2026-03-24 00:00:00
1456,2,370,control,2025-07-06 00:00:00
1457,3,1792,control,2026-02-26 00:00:00
1458,3,860,treatment,2025-08-31 00:00:00
1459,2,1321,control,2026-06-28 00:00:00
1460,2,1323,control,2026-09-03 00:00:00
1461,3,1104,treatment,2026-08-26 00:00:00
1462,1,1200,control,2026-01-19 00:00:00
1463,2,244,treatment,2025-06-18 00:00:00
1464,3,110,treatment,2025-08-24 00:00:00
1465,1,1582,control,2026-04-21 00:00:00
1466,1,1369,treatment,2026-01-26 00:00:00
1467,3,374,control,2026-06-22 00:00:00
1468,3,678,treatment,2026-08-06 00:00:00
1469,2,1772,treatment,2026-05-06 00:00:00
1470,1,696,treatment,2026-07-02 00:00:00
1471,2,561,control,2026-02-08 00:00:00
1472,3,746,control,2025-08-14 00:00:00
1473,3,1062,control,2025-11-29 00:00:00
1474,1,865,control,2025-06-30 00:00:00
1475,1,603,treatment,2026-08-11 00:00:00
1476,3,1799,control,2026-09-08 00:00:00
1477,2,724,treatment,2025-10-06 00:00:00
1478,1,1773,control,2026-04-03 00:00:00
1479,3,1161,control,2026-02-06 00:00:00
1480,2,339,treatment,2025-11-30 00:00:00
1481,2,1612,control,2026-02-10 00:00:00
1482,1,791,control,2026-09-08 00:00:00
1483,2,353,treatment,2025-06-29 00:00:00
1484,1,1764,treatment,2025-06-11 00:00:00
1485,3,1654,treatment,2025-08-26 00:00:00
1486,3,1096,treatment,2025-09-04 00:00:00
1487,2,1786,treatment,2026-07-25 00:00:00
1488,2,885,treatment,2026-01-17 00:00:00
1489,3,1036,treatment,2026-07-11 00:00:00
1490,2,1194,control,2025-10-27 00:00:00
1491,3,927,control,2025-12-10 00:00:00
1492,3,508,treatment,2026-04-22 00:00:00
1493,3,1054,treatment,2025-08-18 00:00:00
1494,1,993,control,2026-07-25 00:00:00
1495,3,224,treatment,2026-06-27 00:00:00
1496,3,1278,treatment,2026-06-24 00:00:00
1497,2,989,treatment,2026-04-28 00:00:00
1498,2,1158,control,2025-06-22 00:00:00
1499,2,444,control,2025-11-05 00:00:00
1500,1,171,treatment,2026-08-29 00:00:00
1501,3,235,control,2025-08-26 00:00:00
1502,2,1485,control,2026-07-30 00:00:00
1503,1,719,control,2026-01-19 00:00:00
1504,1,721,control,2025-06-11 00:00:00
1505,3,1516,control,2026-08-29 00:00:00
1506,1,1274,control,2025-06-05 00:00:00
1507,1,313,control,2025-06-14 00:00:00
1508,2,669,control,2025-06-18 00:00:00
1509,2,1313,control,2025-07-02 00:00:00
1510,1,1585,control,2025-08-10 00:00:00
1511,3,1311,treatment,2025-08-26 00:00:00
1512,1,990,control,2026-04-17 00:00:00
1513,3,177,treatment,2026-07-15 00:00:00
1514,3,595,treatment,2025-08-22 00:00:00
1515,2,864,control,2026-06-14 00:00:00
1516,3,759,treatment,2026-06-16 00:00:00
1517,2,489,control,2025-06-27 00:00:00
1518,2,933,control,2025-07-24 00:00:00
1519,1,1597,treatment,2025-07-16 00:00:00
1520,1,1343,control,2026-03-20 00:00:00
1521,2,113,control,2025-08-29 00:00:00
1522,1,1100,control,2026-02-23 00:00:00
1523,3,425,treatment,2025-11-15 00:00:00
1524,3,1480,treatment,2026-09-07 00:00:00
1525,1,1299,control,2025-06-14 00:00:00
1526,2,872,control,2025-06-26 00:00:00
1527,2,882,treatment,2025-06-21 00:00:00
1528,3,467,control,2025-12-05 00:00:00
1529,3,1717,treatment,2025-12-04 00:00:00
1530,3,820,control,2026-08-04 00:00:00
1531,1,1568,control,2025-04-18 00:00:00
1532,1,872,treatment,2025-06-11 00:00:00
1533,2,1466,treatment,2026-08-31 00:00:00
1534,3,421,control,2026-03-08 00:00:00
1535,3,290,treatment,2026-01-02 00:00:00
1536,3,1451,treatment,2025-08-28 00:00:00
1537,1,267,treatment,2026-07-17 00:00:00
1538,2,1387,treatment,2026-01-02 00:00:00
1539,3,864,treatment,2026-06-28 00:00:00
1540,3,605,control,2025-09-20 00:00:00
1541,1,71,treatment,2025-11-19 00:00:00
1542,2,1429,control,2025-12-03 00:00:00
1543,1,327,treatment,2025-07-20 00:00:00
1544,1,958,treatment,2025-08-05 00:00:00
1545,2,1137,treatment,2026-03-20 00:00:00
1546,1,1397,treatment,2025-12-31 00:00:00
1547,1,1443,control,2025-08-13 00:00:00
1548,1,1730,treatment,2026-08-12 00:00:00
1549,1,681,treatment,2026-05-14 00:00:00
1550,1,494,treatment,2026-04-16 00:00:00
1551,2,445,treatment,2025-10-03 00:00:00
1552,3,1658,control,2025-09-02 00:00:00
1553,3,816,control,2026-01-21 00:00:00
1554,3,506,treatment,2026-08-01 00:00:00
1555,1,908,control,2025-06-20 00:00:00
1556,3,597,control,2026-07-08 00:00:00
1557,3,425,treatment,2025-11-17 00:00:00
1558,1,569,control,2025-07-29 00:00:00
1559,2,1666,control,2025-12-01 00:00:00
1560,1,64,treatment,2025-09-09 00:00:00
1561,2,786,control,2025-06-22 00:00:00
1562,3,649,control,2026-07-27 00:00:00
1563,3,837,control,2026-01-29 00:00:00
1564,1,1714,control,2025-07-23 00:00:00
1565,3,569,control,2025-08-25 00:00:00
1566,2,1613,control,2026-03-23 00:00:00
1567,3,1464,treatment,2026-08-10 00:00:00
1568,2,1409,treatment,2026-08-27 00:00:00
1569,1,1727,control,2026-02-18 00:00:00
1570,3,1619,treatment,2026-03-23 00:00:00
1571,3,1186,treatment,2025-08-31 00:00:00
1572,3,743,treatment,2026-08-15 00:00:00
1573,2,1019,treatment,2026-05-15 00:00:00
1574,2,1345,control,2026-05-08 00:00:00
1575,1,1173,treatment,2026-04-18 00:00:00
1576,2,944,treatment,2026-08-26 00:00:00
1577,2,214,treatment,2026-08-15 00:00:00
1578,2,290,control,2025-12-30 00:00:00
1579,3,248,treatment,2025-08-29 00:00:00
1580,3,1291,control,2025-08-30 00:00:00
1581,3,1254,treatment,2026-02-07 00:00:00
1582,3,208,treatment,2025-08-28 00:00:00
1583,2,166,control,2025-11-20 00:00:00
1584,1,827,control,2026-08-29 00:00:00
1585,1,51,control,2025-07-09 00:00:00
1586,3,1082,control,2026-09-08 00:00:00
1587,3,543,control,2025-11-30 00:00:00
1588,1,1364,treatment,2025-10-15 00:00:00
1589,3,1170,treatment,2025-09-03 00:00:00
1590,3,722,treatment,2025-11-23 00:00:00
1591,1,1458,treatment,2025-05-05 00:00:00
1592,3,1513,treatment,2025-08-25 00:00:00
1593,1,653,control,2025-07-02 00:00:00
1594,3,279,treatment,2025-08-27 00:00:00
1595,1,749,control,2025-11-28 00:00:00
1596,3,790,control,2025-10-08 00:00:00
1597,1,507,control,2025-05-02 00:00:00
1598,3,510,treatment,2026-05-11 00:00:00
1599,2,611,treatment,2026-01-01 00:00:00
1600,1,139,treatment,2026-08-03 00:00:00
1601,2,1739,control,2026-08-25 00:00:00
1602,1,1432,treatment,2026-04-09 00:00:00
1603,3,1611,control,2025-08-22 00:00:00
1604,3,481,treatment,2025-09-01 00:00:00
1605,2,1140,treatment,2026-01-25 00:00:00
1606,3,917,treatment,2025-12-23 00:00:00
1607,3,428,treatment,2025-08-18 00:00:00
1608,2,232,treatment,2025-06-23 00:00:00
1609,1,977,control,2025-08-08 00:00:00
1610,2,353,treatment,2025-06-21 00:00:00
1611,3,639,treatment,2026-02-08 00:00:00
1612,2,1758,treatment,2025-06-22 00:00:00
1613,1,195,treatment,2025-12-03 00:00:00
1614,3,867,treatment,2026-07-01 00:00:00
1615,3,115,treatment,2025-09-02 00:00:00
1616,3,1582,treatment,2026-04-10 00:00:00
1617,1,888,control,2026-06-18 00:00:00
1618,2,1639,control,2026-05-25 00:00:00
1619,1,403,control,2026-02-06 00:00:00
1620,1,1593,treatment,2025-09-30 00:00:00
1621,1,1637,treatment,2026-09-07 00:00:00
1622,3,877,treatment,2025-08-15 00:00:00
1623,3,472,treatment,2025-11-29 00:00:00
1624,1,617,control,2025-12-07 00:00:00
1625,1,385,treatment,2026-04-12 00:00:00
1626,1,1782,control,2025-05-09 00:00:00
1627,2,146,control,2026-06-04 00:00:00
1628,2,461,control,2026-06-24 00:00:00
1629,2,849,control,2026-04-25 00:00:00
1630,2,383,control,2026-09-06 00:00:00
1631,1,502,control,2026-07-29 00:00:00
1632,1,279,treatment,2025-09-01 00:00:00
1633,1,1239,control,2026-05-21 00:00:00
1634,2,576,control,2026-03-21 00:00:00
1635,3,742,treatment,2026-08-24 00:00:00
1636,2,406,treatment,2026-01-30 00:00:00
1637,2,1375,treatment,2025-08-04 00:00:00
1638,1,1563,treatment,2025-06-10 00:00:00
1639,3,62,control,2025-09-13 00:00:00
1640,3,299,treatment,2025-08-28 00:00:00
1641,2,801,treatment,2026-08-11 00:00:00
1642,1,1753,control,2025-08-14 00:00:00
1643,1,574,treatment,2025-06-09 00:00:00
1644,1,336,treatment,2025-10-02 00:00:00
1645,1,687,control,2026-01-27 00:00:00
1646,2,1585,treatment,2025-08-10 00:00:00
1647,3,1406,treatment,2026-07-23 00:00:00
1648,3,786,control,2025-08-28 00:00:00
1649,2,1780,control,2026-08-20 00:00:00
1650,3,378,control,2025-10-10 00:00:00
1651,3,1105,treatment,2026-06-06 00:00:00
1652,2,433,treatment,2026-06-26 00:00:00
1653,2,1168,treatment,2025-06-21 00:00:00
1654,2,1217,control,2025-06-23 00:00:00
1655,1,515,treatment,2026-04-25 00:00:00
1656,2,497,control,2026-03-24 00:00:00
1657,3,1195,treatment,2026-09-05 00:00:00
1658,2,1711,control,2026-02-12 00:00:00
1659,2,760,control,2026-01-11 00:00:00
1660,1,1248,treatment,2025-12-08 00:00:00
1661,1,139,treatment,2026-07-31 00:00:00
1662,2,489,treatment,2025-06-27 00:00:00
1663,1,982,treatment,2026-04-27 00:00:00
1664,1,1296,control,2025-05-15 00:00:00
1665,3,975,treatment,2026-07-23 00:00:00
1666,2,333,control,2025-09-16 00:00:00
1667,2,886,control,2025-11-04 00:00:00
1668,2,1419,control,2025-07-03 00:00:00
1669,3,782,control,2026-02-13 00:00:00
1670,2,234,control,2026-02-03 00:00:00
1671,3,489,control,2025-08-26 00:00:00
1672,1,39,control,2025-08-10 00:00:00
1673,1,544,control,2025-10-16 00:00:00
1674,2,1741,treatment,2025-11-22 00:00:00
1675,2,1123,treatment,2025-08-26 00:00:00
1676,3,1575,treatment,2026-03-31 00:00:00
1677,3,909,control,2026-04-26 00:00:00
1678,3,765,control,2026-07-15 00:00:00
1679,1,881,treatment,2026-07-31 00:00:00
1680,2,761,control,2025-09-28 00:00:00
1681,2,1402,control,2025-10-10 00:00:00
1682,2,30,control,2025-07-11 00:00:00
1683,3,1355,treatment,2026-09-08 00:00:00
1684,1,90,treatment,2026-03-31 00:00:00
1685,3,994,treatment,2025-08-23 00:00:00
1686,1,1022,treatment,2026-04-13 00:00:00
1687,1,1687,control,2026-01-25 00:00:00
1688,3,866,control,2026-09-08 00:00:00
1689,2,1439,control,2025-08-23 00:00:00
1690,3,1673,control,2025-09-13 00:00:00
1691,1,1491,treatment,2026-04-04 00:00:00
1692,2,89,control,2026-04-30 00:00:00
1693,3,1778,control,2026-09-03 00:00:00
1694,1,713,treatment,2026-06-30 00:00:00
1695,2,804,treatment,2025-11-27 00:00:00
1696,1,103,control,2026-04-12 00:00:00
1697,3,1695,treatment,2025-09-14 00:00:00
1698,1,1564,treatment,2026-05-10 00:00:00
1699,3,1463,treatment,2025-08-14 00:00:00
1700,2,1685,control,2026-08-22 00:00:00
1701,3,839,control,2025-08-31 00:00:00
1702,2,1295,treatment,2025-06-23 00:00:00
1703,2,1294,control,2026-06-23 00:00:00
1704,1,1535,treatment,2026-08-07 00:00:00
1705,1,458,control,2026-06-19 00:00:00
1706,2,1063,treatment,2026-03-02 00:00:00
1707,2,238,control,2026-08-20 00:00:00
1708,3,366,treatment,2025-12-11 00:00:00
1709,2,274,control,2026-03-11 00:00:00
1710,2,698,treatment,2026-06-18 00:00:00
1711,3,982,treatment,2026-04-25 00:00:00
1712,3,872,control,2025-08-30 00:00:00
1713,1,134,treatment,2025-11-25 00:00:00
1714,1,1011,treatment,2026-04-29 00:00:00
1715,3,901,treatment,2026-06-05 00:00:00
1716,1,843,treatment,2026-03-11 00:00:00
1717,1,480,treatment,2026-05-02 00:00:00
1718,3,1118,treatment,2026-01-31 00:00:00
1719,2,1275,control,2025-09-30 00:00:00
1720,3,1067,treatment,2025-08-30 00:00:00
1721,3,287,treatment,2025-08-16 00:00:00
1722,3,199,treatment,2025-09-01 00:00:00
1723,2,836,control,2026-01-14 00:00:00
1724,3,703,treatment,2025-11-08 00:00:00
1725,2,1316,control,2026-09-03 00:00:00
1726,2,6,control,2025-08-17 00:00:00
1727,2,796,treatment,2025-10-11 00:00:00
1728,2,146,control,2026-06-12 00:00:00
1729,3,200,control,2026-06-02 00:00:00
1730,2,998,treatment,2026-07-11 00:00:00
1731,1,1259,control,2025-06-14 00:00:00
1732,1,461,control,2026-07-09 00:00:00
1733,2,1157,treatment,2025-12-26 00:00:00
1734,3,801,treatment,2026-08-12 00:00:00
1735,1,1562,control,2025-05-15 00:00:00
1736,1,1412,treatment,2025-06-25 00:00:00
1737,2,557,control,2025-09-05 00:00:00
1738,1,1219,treatment,2026-06-06 00:00:00
1739,2,83,treatment,2025-08-14 00:00:00
1740,2,1699,treatment,2026-07-09 00:00:00
1741,2,608,control,2026-03-19 00:00:00
1742,1,754,treatment,2025-12-30 00:00:00
1743,1,1791,treatment,2025-08-26 00:00:00
1744,3,1781,control,2025-08-24 00:00:00
1745,2,758,control,2026-09-04 00:00:00
1746,1,1674,treatment,2025-09-02 00:00:00
1747,3,1374,treatment,2026-03-11 00:00:00
1748,1,1444,control,2026-07-14 00:00:00
1749,1,1455,control,2025-11-20 00:00:00
1750,2,97,control,2025-07-10 00:00:00
1751,2,80,treatment,2026-08-22 00:00:00
1752,2,350,control,2026-02-06 00:00:00
1753,2,1499,treatment,2026-03-15 00:00:00
1754,2,1675,treatment,2025-09-25 00:00:00
1755,1,1210,treatment,2026-01-25 00:00:00
1756,1,1270,control,2025-12-04 00:00:00
1757,3,496,control,2025-08-30 00:00:00
1758,1,1046,treatment,2025-10-15 00:00:00
1759,1,708,control,2025-09-13 00:00:00
1760,2,225,treatment,2026-01-04 00:00:00
1761,3,1635,treatment,2026-04-29 00:00:00
1762,1,286,treatment,2025-12-21 00:00:00
1763,3,926,control,2026-06-02 00:00:00
1764,1,1076,treatment,2026-09-03 00:00:00
1765,1,1040,treatment,2025-05-27 00:00:00
1766,2,333,treatment,2025-09-27 00:00:00
1767,2,1595,control,2026-09-06 00:00:00
1768,2,1129,treatment,2026-06-19 00:00:00
1769,1,195,treatment,2025-12-08 00:00:00
1770,1,462,treatment,2025-12-14 00:00:00
1771,2,119,control,2026-08-26 00:00:00
1772,1,1472,control,2026-03-28 00:00:00
1773,1,353,treatment,2025-04-22 00:00:00
1774,2,747,treatment,2026-06-11 00:00:00
1775,3,420,treatment,2026-09-07 00:00:00
1776,1,788,control,2026-05-22 00:00:00
1777,1,1102,control,2026-01-24 00:00:00
1778,2,192,treatment,2026-05-19 00:00:00
1779,1,512,treatment,2026-07-25 00:00:00
1780,2,589,control,2026-08-09 00:00:00
1781,2,247,control,2026-05-09 00:00:00
1782,2,1782,treatment,2025-07-03 00:00:00
1783,2,1237,treatment,2026-01-24 00:00:00
1784,3,546,control,2025-08-28 00:00:00
1785,3,1331,control,2025-08-23 00:00:00
1786,2,982,control,2026-05-12 00:00:00
1787,2,1386,treatment,2026-06-28 00:00:00
1788,3,415,control,2026-08-31 00:00:00
1789,1,907,treatment,2025-09-18 00:00:00
1790,2,1210,control,2026-02-04 00:00:00
1791,2,1024,control,2026-06-17 00:00:00
1792,3,337,control,2026-03-02 00:00:00
1793,2,1562,treatment,2025-07-01 00:00:00
1794,2,876,treatment,2026-05-09 00:00:00
1795,2,1488,treatment,2026-04-15 00:00:00
1796,2,1348,treatment,2026-02-07 00:00:00
1797,1,310,treatment,2026-06-13 00:00:00
1798,3,1335,control,2025-08-22 00:00:00
1799,1,799,control,2026-01-23 00:00:00
1800,3,1532,treatment,2026-04-21 00:00:00
1801,2,1259,control,2025-06-26 00:00:00
1802,3,860,treatment,2025-08-31 00:00:00
1803,1,963,treatment,2025-09-17 00:00:00
1804,2,1615,control,2026-01-21 00:00:00
1805,2,811,control,2025-07-16 00:00:00
1806,3,553,control,2025-12-20 00:00:00
1807,3,260,control,2026-04-30 00:00:00
1808,2,1614,control,2025-07-02 00:00:00
1809,2,376,treatment,2025-07-22 00:00:00
1810,1,423,treatment,2025-11-20 00:00:00
1811,3,1500,control,2026-03-18 00:00:00
1812,3,1551,control,2026-02-12 00:00:00
1813,1,58,treatment,2026-03-26 00:00:00
1814,3,1039,control,2025-08-18 00:00:00
1815,2,1647,control,2026-03-16 00:00:00
1816,1,561,treatment,2026-01-30 00:00:00
1817,1,437,control,2026-08-23 00:00:00
1818,1,272,treatment,2025-12-15 00:00:00
1819,1,338,control,2026-05-29 00:00:00
1820,2,536,control,2025-07-01 00:00:00
1821,3,1741,control,2025-11-19 00:00:00
1822,2,954,treatment,2026-01-30 00:00:00
1823,1,930,control,2025-10-23 00:00:00
1824,3,965,control,2025-08-27 00:00:00
1825,3,663,control,2025-08-28 00:00:00
1826,1,1291,treatment,2025-06-14 00:00:00
1827,3,1298,treatment,2026-01-10 00:00:00
1828,1,1169,treatment,2025-08-27 00:00:00
